0.0247,83,0.1481,-0.0988,1.0962,0.0746,0.577088,0
0.0247,34,0.2222,-0.0741,5.52985,0.0141,0.499539,1
-0.2099,77,-0.4938,-0.3333,0.87479,0.038,0.567843,1
0.0864,81,0.2346,-0.037,0.9785,0.0769,0.581713,1
-0.4815,-99,-0.2716,0.4198,-5.86851,-0.1566,0.322889,0
0.2469,123,0.2222,-0.2469,0.8515,0.1014,0.606375,0
-0.358,-76,-0.0247,0.7901,-0.0037,-0.1566,0.316464,1
0.2346,28,0.321,-0.0741,1.13121,0.06,0.543501,1
0.1728,126,0.1605,-0.2469,2.6527,0.0811,0.617848,1
-0.0864,-11,0.2222,0.6543,-4.62596,-0.1034,0.429246,1
-0.1708,-43,-0.4218,0.1441,-4.56821,-0.0588,0.423129,1
0.4691,53,0.3086,-0.1852,-0.4106,0.0909,0.582287,1
0.1728,13,0.4074,0.2593,-0.0374,0.0345,0.517286,1
0.0,36,-0.2,0.05,-3.2424,0.0,0.519305,0
0.1853,67,-0.1793,-0.4014,2.0632,0.0238,0.5694,0
-0.0395,-108,-0.0741,0.1782,-6.93236,-0.1549,0.354096,1
-0.2696,-62,-0.2673,0.2978,-0.6795,-0.1064,0.410068,1
0.3,95,0.35,-0.15,4.31631,0.0909,0.562608,0
0.0149,144,0.0497,-0.1555,4.86851,0.1429,0.632985,1
-0.3431,-34,-0.6997,0.1954,1.0323,-0.1215,0.36123,1
0.0875,-10,0.025,0.0125,-9.3272,0.0,0.484999,1
0.35,138,0.2375,-0.575,4.16651,0.1233,0.655299,1
-0.275,-39,-0.2,0.15,-15.0366,-0.0556,0.444558,1
0.3875,63,0.7125,0.4625,-0.0004,0.0303,0.533501,1
-0.0604,-75,-0.2771,0.0085,-7.62661,-0.0435,0.430246,1
0.575,51,0.5625,-0.225,0.367,0.1304,0.60642,1
0.0,-27,0.2,0.3875,-3.64821,-0.0513,0.434343,1
-0.609,-78,-0.5373,0.3674,0.6288,-0.2093,0.307669,1
0.575,141,0.275,-0.7125,3.09336,0.2,0.690486,1
0.4771,119,0.5244,-0.3685,8.52942,0.1707,0.676858,0
-0.1139,-39,0.2152,0.5443,-0.8122,-0.0833,0.387666,1
-0.2625,-29,-0.4,0.15,0.9739,-0.0833,0.428453,1
-0.3038,-38,-0.0633,0.3924,3.2998,-0.119,0.362309,1
0.1013,58,0.3797,0.2405,3.685,0.0294,0.515388,1
1.1195,252,1.5057,-0.5142,1.3185,0.3187,0.840739,0
-0.1139,-16,0.2152,0.5063,0.2004,-0.039,0.445909,0
0.4705,116,0.3259,-0.258,0.7122,0.1605,0.683579,1
0.3186,113,0.2902,-0.2843,1.9989,0.1549,0.669429,1
0.3439,57,0.3411,-0.3098,5.79807,0.1169,0.603829,1
0.2911,65,0.7468,0.0759,-1.8575,0.1111,0.590525,1
-0.387,-1,-0.7785,-0.3778,9.4124,-0.0625,0.441844,1
-0.5972,-84,-0.5161,0.6024,-3.17425,-0.2381,0.272399,1
0.4051,85,0.2658,-0.481,1.1459,0.093,0.637883,0
-0.0385,-36,0.2949,0.5256,2.35461,-0.0411,0.405319,0
0.3609,143,0.1375,-0.5865,2.0232,0.1591,0.663571,1
0.3671,50,0.2532,-0.1646,1.3017,0.0698,0.565195,1
-0.6352,-77,-0.6564,0.3204,-0.1052,-0.1954,0.317359,1
1.1646,266,1.2658,-1.1266,1.13256,0.3882,0.868995,1
0.5641,176,0.5897,-0.3077,5.59169,0.1899,0.710932,0
-0.1519,5,-0.0125,0.1529,0.5857,0.0,0.484814,1
0.5256,69,0.5641,-0.4231,-3.69235,0.1591,0.645144,1
0.3741,94,0.1635,-0.2488,2.3834,0.1316,0.646417,0
-0.2308,-61,0.2308,0.7564,-3.2086,-0.0698,0.372549,0
-0.039,11,0.0649,-0.1429,3.94672,0.0,0.488511,1
-0.7949,-114,-0.6795,0.6538,0.35871,-0.2676,0.257141,0
0.1538,95,0.1795,-0.3974,1.3679,0.0986,0.621664,1
0.5844,179,0.3252,-0.6269,12.3825,0.1905,0.688887,1
-0.3228,-21,-0.1252,0.4049,-1.35234,-0.1111,0.375344,0
0.4675,55,0.8182,0.4416,1.5788,0.0625,0.542952,1
0.7821,168,0.8846,-0.6795,4.78781,0.2041,0.753183,0
-0.1667,-29,-0.2308,0.1538,-1.3238,-0.0612,0.451873,1
0.2106,42,0.1156,-0.2034,-2.50719,-0.0169,0.483931,1
-0.5688,-28,-0.4812,0.2817,1.91607,-0.1059,0.352992,1
0.4752,86,0.6022,-0.1415,2.13921,0.1264,0.58916,1
-0.026,-21,0.1688,0.1039,-9.5684,-0.0286,0.460672,0
0.0132,68,-0.1053,-0.1184,4.97912,0.0303,0.552002,0
0.0024,116,-0.1181,-0.3829,4.7085,0.1343,0.646525,1
-0.5666,-141,-0.337,0.8358,-1.0692,-0.2,0.279298,0
-0.5263,-120,-0.2632,0.6053,-2.81021,-0.175,0.278914,1
0.3766,121,0.5714,-0.4805,-0.2667,0.1262,0.678767,1
0.4805,129,0.2338,-0.5974,2.8711,0.1209,0.645703,1
-0.7532,-102,-0.974,0.5195,-0.64375,-0.2439,0.251048,1
-0.4364,-95,-0.6174,-0.1147,-8.17164,-0.1343,0.380003,1
-0.2078,80,-0.2987,-0.2468,1.31172,0.04,0.570394,0
0.013,33,0.013,0.013,0.1855,0.0244,0.507176,1
0.4156,39,0.1688,-0.4416,-6.1174,0.1228,0.582951,0
0.6184,156,0.5526,-0.5921,2.6615,0.2195,0.712582,1
-0.3158,-91,-0.3158,0.4737,-7.44563,-0.1176,0.334295,1
0.6131,188,0.7023,-0.4197,8.24611,0.2,0.697807,1
-0.1186,-7,0.1046,0.499,-2.24136,-0.0685,0.426157,0
0.0,79,0.1867,-0.0533,7.53758,0.0667,0.556507,0
0.3026,71,0.0526,-0.3158,7.45036,0.0685,0.589103,1
-0.1619,-32,-0.3451,0.0326,-2.63499,-0.0769,0.409187,0
-0.2237,-30,-0.3553,0.1316,-3.30951,-0.0843,0.401637,1
-0.2423,-56,-0.1521,0.2372,-0.3917,-0.0682,0.392704,1
-0.3633,-94,-0.6439,0.0836,-2.9514,-0.1594,0.363244,1
-0.0395,23,-0.1316,-0.0263,-0.7419,-0.0408,0.439792,1
0.1257,56,0.1714,-0.0568,-1.8063,0.0714,0.550196,1
0.8239,162,1.0204,-0.0811,6.87484,0.2055,0.709611,1
-0.0533,35,-0.04,0.0,-0.77478,-0.0312,0.491399,1
0.0243,14,0.1505,0.0723,-1.35181,-0.0154,0.477033,0
0.0789,60,0.2632,0.0789,1.9731,0.0263,0.529406,0
-0.3611,-85,-0.2865,0.4607,-2.2093,-0.1529,0.334164,0
-0.0491,80,-0.2176,-0.2251,1.5998,0.0882,0.562865,1
-0.5381,-112,-0.343,0.3895,-6.74106,-0.1724,0.334522,1
-0.0933,-39,0.28,0.4533,-6.99416,-0.0423,0.421772,0
0.0267,79,0.16,0.1733,1.6638,0.0303,0.546554,1
-0.5466,-75,-0.7557,0.3012,2.21367,-0.1892,0.304076,0
-0.1733,12,-0.5467,-0.2267,-1.4357,-0.0526,0.449119,1
0.0018,79,-0.1245,-0.233,5.29921,0.0556,0.5625,1
0.2514,106,0.2477,-0.2829,0.2504,0.1059,0.578887,0
0.5405,131,0.5811,-0.0946,3.4402,0.1077,0.64744,1
-0.2863,-52,-0.3624,0.1038,-6.76747,-0.082,0.433135,1
0.6351,159,0.4459,-0.3919,2.0246,0.1899,0.721411,0
0.4,53,0.4933,-0.0667,-0.1245,0.075,0.567283,1
0.1867,62,0.32,-0.0933,0.8633,0.0732,0.582679,1
-0.2226,-42,-0.3129,0.0513,-1.7638,-0.0345,0.461709,0
-0.376,-85,-0.4809,0.1108,-14.2681,-0.1389,0.353784,1
0.2174,7,0.1649,0.069,-4.19885,0.0448,0.521718,1
-0.5921,-75,-1.1074,0.2856,0.8513,-0.2,0.277717,0
-0.6294,-126,-0.6789,0.5398,-7.61915,-0.2821,0.227395,0
-0.527,-24,-0.6892,0.3919,-0.1873,-0.1707,0.360854,0
0.2081,109,0.3778,-0.3858,2.5001,0.1068,0.681354,0
-0.1175,4,-0.1142,-0.0256,-0.28646,-0.0233,0.471564,1
-0.5731,-86,-0.4395,0.5281,-4.5307,-0.15,0.318467,0
0.4086,146,0.4352,-0.6001,-0.6726,0.1781,0.70821,1
-0.0792,41,-0.3828,-0.3169,2.35301,0.0286,0.53182,1
-0.5946,-37,-0.5811,0.3243,-0.8883,-0.1494,0.346106,1
-0.7534,-43,-0.9589,-0.0822,-1.64719,-0.1212,0.358978,0
-0.1203,58,-0.2742,-0.1829,-3.83459,0.0294,0.523585,1
0.1786,56,0.4719,0.2392,-0.6503,0.0986,0.57137,1
-1.0513,-160,-0.9931,0.7867,-6.43209,-0.3239,0.218788,0
-0.0233,16,0.0394,0.0338,-1.4472,-0.039,0.493499,0
-0.455,-55,-0.5484,0.3536,-4.29935,-0.1273,0.396605,0
0.1233,104,0.4384,0.0959,5.41659,0.1515,0.632922,1
-0.1836,-27,-0.0481,0.124,-1.0462,-0.0345,0.431456,0
0.1907,-20,0.4593,0.0898,-2.2599,0.0294,0.488626,0
-0.2055,-20,-0.1507,0.137,-6.28221,-0.0141,0.457079,1
-0.0137,113,0.1918,0.0,6.89786,0.0746,0.594109,1
0.338,53,0.6636,0.2318,-0.4089,0.0864,0.582032,0
